,smiles,GWP100,log(GWP100),log(LT),log(RE),log(lip),log(sol)
1979,C(C(C(F)(Cl)Cl)Cl)Br,10.7647394328,1.0320035219,-0.296728909,-0.8067573309,-0.0199592561,-3.0880527496
3948,C(C(C(Cl)(Cl)Br)F)(Cl)(Cl)Br,10.7647423876,1.0320036411,-0.296728909,-0.8067573905,-0.0199592561,-3.0880527496
1439,C(C(C(F)(F)Br)(F)F)Br,10.8998048676,1.0374187231,-0.2605037689,-0.6978743672,-0.0803582519,-2.4748682976
1259,C(C(C(F)(F)Br)(F)(F)Br)Br,10.8998078595,1.0374188423,-0.2605036497,-0.6978743076,-0.0803582519,-2.4748678207
3945,C(C(C(Cl)(Cl)Br)F)(F)(Br)Cl,10.8998078595,1.0374188423,-0.2605037093,-0.6978743672,-0.0803582519,-2.4748682976
3944,C(C(C(Cl)(Cl)Br)F)(F)(Cl)Br,10.8998108513,1.0374189615,-0.2605037093,-0.6978743076,-0.0803582519,-2.4748678207
738,C(C(C(F)(F)F)(Br)Br)Cl,10.939984927,1.0390167236,-0.1351928711,-0.8183460236,-0.1284999102,-2.2361431122
3781,C(C(C(Cl)(Cl)Br)(Cl)(Br)Br)(F)(F)Cl,10.939984927,1.0390167236,-0.1351928115,-0.8183460236,-0.1284999698,-2.2361431122
3038,C(C(C(F)(Br)Br)(F)F)Cl,11.0111743467,1.0418336391,-1.2322148085,-0.8346093893,0.0399887711,-2.3460497856
3754,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Cl)(Cl)Cl,11.0111743467,1.0418336391,-1.2322148085,-0.8346093893,0.0399887711,-2.3460497856
2978,C(C(C(F)(Br)Br)(Cl)(Cl)Br)Cl,11.0764890499,1.0444021225,-0.7133153081,-0.9241458178,0.1167681366,-2.0032057762
3694,C(C(C(Cl)(Cl)Br)(F)(Cl)Br)(Cl)Cl,11.0764920903,1.0444022417,-0.7133151889,-0.9241458178,0.1167681366,-2.0032057762
2339,C(C(C(F)(Cl)Br)(Br)Br)Br,11.101545759,1.0453834534,-0.3922092915,-0.7017835379,-0.016370222,-3.085047245
3950,C(C(C(Cl)(Cl)Br)F)(Br)(Br)Br,11.1015518535,1.0453836918,-0.3922094107,-0.7017835379,-0.016370222,-3.085047245
3943,C(C(C(Cl)(Cl)Br)F)(F)(Cl)Cl,11.1415244642,1.0469446182,0.0760090947,-0.8473728299,-0.0868667811,-2.4780836105
1079,C(C(C(F)(F)Cl)(F)Br)Br,11.1415275224,1.0469447374,0.0760090351,-0.8473727703,-0.0868667811,-2.4780836105
3756,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Cl)(Br)Br,11.2079876856,1.0495276451,-0.7959101796,-0.9243655801,0.0103284856,-3.0069286823
3398,C(C(C(Cl)(Cl)Cl)(Cl)(Br)Br)Cl,11.2079907621,1.0495277643,-0.7959101796,-0.9243655801,0.0103284856,-3.0069284439
2177,C(C(C(F)(Cl)Br)(Cl)(Cl)Br)F,11.3213033461,1.0538964272,-0.6166290045,-0.8075785637,0.0081855198,-2.8912291527
3609,C(C(C(Cl)(Cl)Br)(F)(F)F)(Cl)(Br)Br,11.3213033461,1.0538964272,-0.6166290045,-0.8075784445,0.0081855198,-2.8912291527
1657,C(C(C(F)(Cl)Cl)(F)(F)Br)F,11.3377388209,1.0545264482,-0.4643522501,-0.7818105221,-0.0686591119,-2.6284956932
3626,C(C(C(Cl)(Cl)Br)(F)(F)Cl)(F)(Br)Br,11.3377388209,1.0545264482,-0.4643522501,-0.7818105221,-0.0686591119,-2.6284956932
918,C(C(C(F)(F)Cl)(F)(Br)Cl)Cl,11.3637764149,1.0555226803,-0.2919122577,-0.72970891,-0.0451510996,-2.0688071251
3782,C(C(C(Cl)(Cl)Br)(Cl)(Br)Br)(F)(F)Br,11.3637764149,1.0555226803,-0.2919123173,-0.72970891,-0.0451510996,-2.0688071251
2659,C(C(C(F)(Br)Cl)(F)Cl)Br,11.4802772982,1.0599523783,-0.4156761765,-0.8689132929,0.0896195322,-2.261464119
3912,C(C(C(Cl)(Cl)Br)(Cl)Br)(F)Cl,11.4802772982,1.0599523783,-0.4156759977,-0.8689132929,0.0896195322,-2.261464119
1097,C(C(C(F)(F)Cl)(Cl)Cl)F,11.8022675612,1.071965456,-0.1841007471,-0.9380233288,-0.0406989306,-2.731865406
3603,C(C(C(Cl)(Cl)Br)(F)(F)F)(F)(Cl)Cl,11.8022675612,1.071965456,-0.1841007471,-0.9380233288,-0.0406988114,-2.731865406
2839,C(C(C(F)(Br)Br)(F)(F)Cl)Br,11.8496150704,1.0737042427,-0.3208524585,-0.7851163745,0.0618931204,-2.4773740768
3913,C(C(C(Cl)(Cl)Br)(Cl)Br)(F)Br,11.8496150704,1.0737042427,-0.3208527565,-0.7851164937,0.06189318,-2.4773740768
3607,C(C(C(Cl)(Cl)Br)(F)(F)F)(Cl)(Cl)Cl,11.9212381364,1.0763213634,-0.3638407588,-1.1266059875,0.0225793272,-3.1401834488
1817,C(C(C(F)(Cl)Cl)(Br)(Br)Br)F,11.9212414087,1.0763214827,-0.36384058,-1.1266059875,0.0225792676,-3.1401834488
319,C(C(Cl)Br)Br,12.0561153514,1.0812073946,-0.1431711912,-0.9886825085,0.0471918136,-2.2328958511
395,C(CBr)(Cl)Br,12.0561153514,1.0812073946,-0.143171072,-0.9886824489,0.0471918136,-2.2328958511
2759,C(C(C(F)(Br)Cl)F)Br,12.1928264728,1.086104393,0.3018934131,-0.8382486105,0.0068904301,-1.3551951647
3833,C(C(C(Cl)(Cl)Br)(F)F)(F)Br,12.1928264728,1.086104393,0.3018934727,-0.8382486105,0.0068904897,-1.3551951647
3999,C(C(C(Cl)(Cl)Br)Br)Br,12.3739895966,1.0925097466,-0.3235567808,-1.3508507013,0.0410027653,-2.2874951363
1997,C(C(C(F)(Cl)Cl)Br)F,12.4856691954,1.0964118242,-0.5626949072,-0.9322520494,0.0028979918,-3.0955781937
3608,C(C(C(Cl)(Cl)Br)(F)(F)F)(Cl)(Cl)Br,12.4856691954,1.0964118242,-0.5626948476,-0.9322520494,0.0028979918,-3.0955781937
1799,C(C(C(F)(Cl)Cl)(Cl)(Br)Br)Br,12.6718060235,1.1028385162,-0.1016116738,-1.0808781385,-0.030265674,-3.0705213547
3947,C(C(C(Cl)(Cl)Br)F)(Cl)(Cl)Cl,12.67181298,1.1028387547,-0.1016116738,-1.0808781385,-0.0302657336,-3.0705218315
2658,C(C(C(F)(Br)Cl)(F)Cl)Cl,12.8782815873,1.1098579168,-0.6173820496,-0.858626008,0.131489709,-2.2120599747
3732,C(C(C(Cl)(Cl)Br)(F)(Br)Br)(F)Cl,12.8782815873,1.1098579168,-0.6173820496,-0.8586260676,0.131489709,-2.2120597363
2779,C(C(C(F)(Br)Cl)Cl)Br,13.1697245793,1.1195766926,0.2257857323,-0.7058057785,0.0610830337,-2.0056111813
3853,C(C(C(Cl)(Cl)Br)(F)Cl)(F)Br,13.1697245793,1.1195766926,0.2257859111,-0.7058060169,0.0610830337,-2.0056111813
3942,C(C(C(Cl)(Cl)Br)F)(F)(F)Br,13.3202773751,1.1245132685,0.0843210816,-0.6552350521,0.0160254985,-1.9393371344
899,C(C(C(F)(F)Cl)(F)(Cl)Br)Br,13.3202810314,1.1245133877,0.0843210816,-0.6552349925,0.0160256177,-1.9393372536
3620,C(C(C(Cl)(Cl)Br)(F)(F)Cl)(F)(F)F,13.3452731684,1.1253274679,0.2114309669,-0.7921888828,0.1006143838,-1.7136720419
577,C(C(C(F)(F)F)(Cl)(Cl)Br)F,13.3452768315,1.1253275871,0.2114309669,-0.792189002,0.1006143838,-1.7136720419
558,C(C(C(F)(F)F)(Cl)(Cl)Cl)Cl,13.4857561448,1.1298753023,-0.0229006447,-0.7096933126,0.0455929786,-1.6850860119
3780,C(C(C(Cl)(Cl)Br)(Cl)(Br)Br)(F)(F)F,13.4857561448,1.1298753023,-0.0229006447,-0.7096933126,0.0455929786,-1.6850857735
3459,C(C(C(Cl)(Cl)Cl)(F)Cl)Br,13.5410429865,1.1316521168,-0.2569621801,-1.278428793,-0.0047163824,-1.9847539663
3996,C(C(C(Cl)(Cl)Br)Br)(Br)Br,13.5410429865,1.1316521168,-0.2569621801,-1.2784289122,-0.0047163824,-1.9847540855
3979,C(C(C(Cl)(Cl)Br)Cl)Br,13.562848844,1.1323509216,-0.3271820545,-1.3649404049,0.0659053475,-2.3660013676
2158,C(C(C(F)(Cl)Br)(Cl)(Cl)Cl)Cl,13.5872704294,1.1331322193,-0.4427525997,-0.6639770269,0.0415160805,-2.6462020874
3769,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Br)(Cl)(Br)Br,13.5872778885,1.1331324577,-0.4427525997,-0.6639770269,0.0415161401,-2.6462020874
299,C(C(Cl)Cl)Br,13.975382027,1.1453636885,-0.2192386687,-1.3319683075,0.023433283,-1.7763025761
394,C(CBr)(Cl)Cl,13.975382027,1.1453636885,-0.2192386687,-1.3319684267,0.023433283,-1.7763025761
2639,C(C(C(F)(Br)Cl)(F)F)Br,14.0752261468,1.1484553814,0.0293713175,-0.720056951,0.0879768282,-2.0748212337
3892,C(C(C(Cl)(Cl)Br)(Cl)Cl)(F)Cl,14.0752261468,1.1484553814,0.0293713175,-0.7200568914,0.0879768878,-2.0748209953
338,C(C(Br)Br)Cl,14.4065713234,1.1585606337,-0.0294988789,-0.9507421255,0.0189261883,-2.1957190037
376,C(CCl)(Br)Br,14.4065713234,1.1585606337,-0.0294988789,-0.9507421851,0.0189261883,-2.1957190037
318,C(C(Cl)Br)Cl,14.6290688658,1.1652166843,-0.2224190235,-0.9258702993,0.0186073333,-1.8951052427
375,C(CCl)(Cl)Br,14.6290688658,1.1652166843,-0.2224190235,-0.9258702397,0.0186073333,-1.8951052427
3719,C(C(C(Cl)(Cl)Br)(F)(Br)Cl)Br,14.6324744285,1.1653177738,-0.465960741,-1.0186749697,0.1787536293,-1.8814628124
3898,C(C(C(Cl)(Cl)Br)(Cl)Cl)Cl,14.6324744285,1.1653177738,-0.465960741,-1.0186749697,0.1787536293,-1.8814628124
3998,C(C(C(Cl)(Cl)Br)Br)Cl,14.6544207474,1.1659686565,-0.3133043647,-1.3381587267,0.0493949205,-2.1119070053
3819,C(C(C(Cl)(Cl)Br)(Br)(Br)Br)Br,14.6544287924,1.165968895,-0.3133043647,-1.3381587267,0.0493949205,-2.1119070053
3733,C(C(C(Cl)(Cl)Br)(F)(Br)Br)(F)Br,14.781398438,1.1697155237,-0.5139280558,-0.8073132634,0.1252773553,-2.5329236984
2838,C(C(C(F)(Br)Br)(F)(F)Cl)Cl,14.7814024954,1.1697156429,-0.513928175,-0.8073132634,0.1252773553,-2.5329236984
1619,C(C(C(F)(Cl)Cl)(F)(F)F)Br,14.9294283402,1.1740431786,-0.2657204866,-0.6729845405,-0.0733202547,-2.3170535564
3946,C(C(C(Cl)(Cl)Br)F)(F)(Br)Br,14.9294283402,1.1740431786,-0.2657206059,-0.6729845405,-0.0733202547,-2.3170535564
3832,C(C(C(Cl)(Cl)Br)(F)F)(F)Cl,15.0109456477,1.1764080524,0.2370619774,-0.8581576943,0.0142605444,-1.2887166739
2579,C(C(C(F)(Br)Cl)(Cl)(Cl)Br)Br,15.010949768,1.1764081717,0.2370619178,-0.8581577539,0.0142605444,-1.2887166739
3718,C(C(C(Cl)(Cl)Br)(F)(Br)Cl)Cl,15.1363252587,1.1800204515,-0.5521195531,-1.0056179762,0.188447848,-1.8669143915
3439,C(C(C(Cl)(Cl)Cl)(F)F)Br,15.7849214809,1.1982424259,-0.1003787518,-1.2473261356,0.0050498983,-2.0248684883
3976,C(C(C(Cl)(Cl)Br)Cl)(Br)Br,15.7849214809,1.1982424259,-0.1003787518,-1.2473260164,0.0050498983,-2.0248684883
2819,C(C(C(F)(Br)Br)(F)(F)F)Br,15.7990006766,1.1986296177,0.0827733874,-0.6741652489,0.0597864538,-2.3704030514
3893,C(C(C(Cl)(Cl)Br)(Cl)Cl)(F)Br,15.7990050133,1.1986297369,0.0827733278,-0.6741651297,0.0597864538,-2.3704030514
2357,C(C(C(F)(Cl)Br)F)F,15.8150674938,1.1990710497,-0.7271183133,-0.8113831282,-0.0062951902,-3.111158371
3610,C(C(C(Cl)(Cl)Br)(F)(F)F)(Br)(Br)Br,15.8150674938,1.1990710497,-0.7271183133,-0.8113830686,-0.0062951902,-3.111158371
719,C(C(C(F)(F)F)(Cl)Br)Br,15.8788532379,1.2008191347,0.281594336,-0.6961985826,-0.1035039276,-2.0866184235
3941,C(C(C(Cl)(Cl)Br)F)(F)(F)Cl,15.8788575964,1.2008192539,0.2815942168,-0.6961985826,-0.1035039276,-2.0866186619
3458,C(C(C(Cl)(Cl)Cl)(F)Cl)Cl,16.1511627192,1.2082037926,-0.4905893207,-1.1232829094,0.0376893431,-1.9885150194
3816,C(C(C(Cl)(Cl)Br)(Br)(Br)Br)(Br)Br,16.1511627192,1.2082037926,-0.4905892611,-1.1232829094,0.0376893431,-1.9885150194
3770,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Br)(Br)(Br)Br,16.1750449479,1.2088454962,-0.5430160761,-0.6915566921,0.0169639736,-2.9462645054
2338,C(C(C(F)(Cl)Br)(Br)Br)Cl,16.1750493878,1.2088456154,-0.5430161953,-0.6915566921,0.0169639736,-2.9462645054
3899,C(C(C(Cl)(Cl)Br)(Cl)Cl)Br,16.2688865992,1.211357832,-0.1931593418,-1.0334892273,0.1567070633,-2.0201630592
3738,C(C(C(Cl)(Cl)Br)(F)(Br)Br)Cl,16.3139177917,1.2125582695,-0.7548868656,-0.8616640568,0.0225238353,-1.7145854235
2599,C(C(C(F)(Br)Cl)(Cl)(Br)Br)Br,16.3407899853,1.2132730484,0.0525675379,-0.7566378713,0.0904334933,-1.8686108589
3852,C(C(C(Cl)(Cl)Br)(F)Cl)(F)Cl,16.3407899853,1.2132730484,0.0525675975,-0.7566379309,0.0904335529,-1.8686109781
1457,C(C(C(F)(F)Br)(F)Cl)F,16.4946857378,1.2173440456,-0.490659833,-0.8442662954,-0.0595898479,-2.5896790028
3605,C(C(C(Cl)(Cl)Br)(F)(F)F)(F)(Br)Cl,16.4946857378,1.2173440456,-0.4906598926,-0.844266355,-0.0595898479,-2.5896790028
1277,C(C(C(F)(F)Br)(F)(Cl)Cl)F,16.4946902654,1.2173441648,-0.4906600714,-0.8442661762,-0.0595898479,-2.5896787643
3604,C(C(C(Cl)(Cl)Br)(F)(F)F)(F)(Cl)Br,16.4946902654,1.2173441648,-0.4906600714,-0.8442661762,-0.0595898479,-2.5896785259
3739,C(C(C(Cl)(Cl)Br)(F)(Br)Br)Br,16.5041964777,1.2175943851,-0.7055482864,-0.8475631475,0.130115822,-1.7329187393
3918,C(C(C(Cl)(Cl)Br)(Cl)Br)Cl,16.5041964777,1.2175943851,-0.7055482268,-0.8475631475,0.130115822,-1.7329187393
539,C(C(C(F)(F)F)(F)(Br)Br)Br,16.5164961006,1.2179179192,0.347986877,-0.6364578605,0.0680413991,-1.6657185555
3940,C(C(C(Cl)(Cl)Br)F)(F)(F)F,16.5164961006,1.2179179192,0.3479867578,-0.6364579201,0.0680413991,-1.6657185555
3639,C(C(C(Cl)(Cl)Br)(F)(F)Cl)Br,16.5437019801,1.2186326981,-0.3408787251,-1.3532960415,0.0171652585,-1.6543297768
3997,C(C(C(Cl)(Cl)Br)Br)F,16.5437019801,1.2186326981,-0.3408787251,-1.3532959223,0.0171652585,-1.6543297768
2799,C(C(C(F)(Br)Cl)Br)Br,16.6111605495,1.2203999758,-0.008326713,-0.8983714581,-0.0271789283,-1.7757937908
3873,C(C(C(Cl)(Cl)Br)(F)Br)(F)Br,16.6111605495,1.2203999758,-0.008326713,-0.8983713388,-0.0271789283,-1.7757936716
2778,C(C(C(F)(Br)Cl)Cl)Cl,16.6987570024,1.222684145,0.0793879628,-0.7159824967,0.135714069,-2.0045135021
3673,C(C(C(Cl)(Cl)Br)(F)(Cl)Cl)(F)Br,16.6987570024,1.222684145,0.0793879628,-0.7159824967,0.135714069,-2.0045135021
3818,C(C(C(Cl)(Cl)Br)(Br)(Br)Br)Cl,16.951010574,1.2291955948,-0.3281556368,-1.2707381248,0.1044840366,-2.0474336147
3279,C(C(C(Cl)(Cl)Cl)(F)(Cl)Cl)Br,17.2144066293,1.2358920574,-0.449365437,-1.2640986443,0.0034723422,-1.9939885139
3995,C(C(C(Cl)(Cl)Br)Br)(Cl)Br,17.2144066293,1.2358920574,-0.4493653178,-1.2640986443,0.0034723422,-1.9939885139
3638,C(C(C(Cl)(Cl)Br)(F)(F)Cl)Cl,17.2426295808,1.2366034985,-0.3389763832,-1.3287639618,0.0199253112,-1.5517400503
3817,C(C(C(Cl)(Cl)Br)(Br)(Br)Br)F,17.2426295808,1.2366034985,-0.3389763832,-1.3287639618,0.0199253112,-1.5517400503
356,C(CF)(Br)Br,17.295544209,1.2379342318,0.1227350235,-1.0939685106,0.0296445638,-1.9081704617
337,C(C(Br)Br)F,17.2955489564,1.237934351,0.1227350235,-1.0939683914,0.0296445638,-1.9081704617
3799,C(C(C(Cl)(Cl)Br)(Cl)(Br)Br)Br,17.5249823384,1.243657589,-0.2443400025,-1.4063168764,0.0458000451,-2.1250481606
3978,C(C(C(Cl)(Cl)Br)Cl)Cl,17.5249823384,1.243657589,-0.2443400025,-1.4063167572,0.0458000451,-2.1250481606
3763,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Br)(F)(Cl)Cl,17.7663569698,1.2495983839,0.0034518205,-0.8147996664,-0.0653387159,-2.285269022
1078,C(C(C(F)(F)Cl)(F)Br)Cl,17.7663618464,1.2495985031,0.0034518205,-0.814799428,-0.0653385371,-2.285269022
2859,C(C(C(F)(Br)Br)(F)(F)Br)Br,18.1266666189,1.2583179474,-0.5379362106,-0.8217682838,-0.0594104975,-2.2624475956
3933,C(C(C(Cl)(Cl)Br)(Br)Br)(F)Br,18.1266666189,1.2583179474,-0.5379362702,-0.8217685223,-0.0594104975,-2.2624475956
1258,C(C(C(F)(F)Br)(F)(F)Br)Cl,18.673944428,1.271236062,-0.3303670883,-0.6997033358,-0.070960924,-2.2676649094
1438,C(C(C(F)(F)Br)(F)F)Cl,18.673944428,1.271236062,-0.3303669691,-0.6997035146,-0.0709609836,-2.2676649094
3764,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Br)(F)(Cl)Br,18.673944428,1.271236062,-0.3303668499,-0.6997033358,-0.070960924,-2.2676649094
3765,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Br)(F)(Br)Cl,18.6739495538,1.2712361813,-0.3303668499,-0.6997035146,-0.0709610432,-2.2676651478
3919,C(C(C(Cl)(Cl)Br)(Cl)Br)Br,18.7453240286,1.272892952,-0.4608906507,-0.9108313322,0.0841254145,-1.6850457191
3653,C(C(C(Cl)(Cl)Br)(F)(F)Br)(F)Br,19.0950789879,1.2809214592,0.254216969,-0.8485494852,0.1769325882,-1.3457009792
2758,C(C(C(F)(Br)Cl)F)Cl,19.0950894707,1.2809216976,0.2542170882,-0.8485494852,0.1769325882,-1.3457009792
3637,C(C(C(Cl)(Cl)Br)(F)(F)Cl)F,19.1193201096,1.2814724445,-0.2923027277,-1.2693285942,0.0440173894,-1.2485218048
279,C(C(F)Br)Br,19.1678473615,1.2825733423,0.3558638692,-1.0285981894,0.0246804506,-1.6810832024
393,C(CBr)(F)Br,19.1678526228,1.2825734615,0.3558638096,-1.0285981894,0.0246804506,-1.6810833216
2678,C(C(C(F)(Br)Cl)(F)Br)Cl,19.270967825,1.2849035263,-0.9211361408,-0.7742009163,0.002998068,-2.0294277668
3752,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Cl)(F)Cl,19.270967825,1.2849035263,-0.9211361408,-0.7742007971,0.0029980084,-2.0294277668
3137,C(C(C(F)(Br)Br)(Br)Br)F,19.4512636578,1.2889478207,-0.1692123413,-0.784874022,0.0721055418,-2.3098087311
3495,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Br,19.4512636578,1.2889478207,-0.1692123413,-0.7848739028,0.0721055418,-2.3098087311
2798,C(C(C(F)(Br)Cl)Br)Cl,19.5624963764,1.2914242744,-0.1851643324,-0.9095828533,0.0993907005,-1.8405541182
3693,C(C(C(Cl)(Cl)Br)(F)(Cl)Br)(F)Br,19.5624963764,1.2914242744,-0.185164392,-0.9095828533,0.0993906409,-1.8405542374
3259,C(C(C(Cl)(Cl)Cl)(F)(F)Br)Br,19.7525235021,1.2956225872,-0.1897932291,-1.2582652569,-0.0236055702,-1.8650685549
3975,C(C(C(Cl)(Cl)Br)Cl)(Cl)Br,19.7525235021,1.2956225872,-0.1897932291,-1.2582652569,-0.0236055702,-1.8650685549
3117,C(C(C(F)(Br)Br)(Cl)Br)F,19.7864229234,1.2963672876,-0.0659266114,-0.8560230732,0.144876197,-1.9473979473
3475,C(C(C(Cl)(Cl)Cl)(F)Br)(Cl)Br,19.7864229234,1.2963672876,-0.0659264922,-0.8560230732,0.1448762566,-1.9473979473
3619,C(C(C(Cl)(Cl)Br)(F)(F)F)Br,19.9682249428,1.3003394604,-0.3409078121,-1.3888249397,0.027252689,-1.7147672176
3977,C(C(C(Cl)(Cl)Br)Cl)F,19.9682249428,1.3003394604,-0.3409078121,-1.3888251781,0.0272528082,-1.7147672176
3177,C(C(C(F)(Br)Br)Cl)F,20.0375599758,1.3018448353,-0.3459059,-0.7535721064,0.0769214779,-2.6443593502
3535,C(C(C(Cl)(Cl)Cl)(Br)Br)(Cl)Br,20.0375599758,1.3018448353,-0.3459059,-0.7535721064,0.0769215971,-2.6443593502
1978,C(C(C(F)(Cl)Cl)Cl)Cl,20.0418175058,1.3019371033,-0.3886106014,-0.7968283296,0.0161283761,-2.6283807755
3768,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Br)(Cl)(Cl)Br,20.0418175058,1.3019371033,-0.3886106014,-0.7968283892,0.0161283761,-2.6283807755
357,C(CF)F,20.0663131109,1.3024675846,-0.378713727,-1.317777276,-0.0645122975,-1.2823467255
298,C(C(Cl)Cl)Cl,20.1251916393,1.3037400246,-0.3286979795,-1.2500077486,0.0228394121,-1.4225196838
374,C(CCl)(Cl)Cl,20.1251971634,1.3037401438,-0.3286980391,-1.2500077486,0.0228394121,-1.4225196838
2638,C(C(C(F)(Br)Cl)(F)F)Cl,20.1917459752,1.3051738739,-0.1308588982,-0.7437547445,0.173347488,-2.0692937374
3712,C(C(C(Cl)(Cl)Br)(F)(Br)Cl)(F)Cl,20.1917459752,1.3051738739,-0.1308588982,-0.7437547445,0.173347488,-2.0692937374
3872,C(C(C(Cl)(Cl)Br)(F)Br)(F)Cl,20.1961027896,1.3052675724,-0.2655937076,-0.8807098866,-0.0052189091,-1.6125421524
2619,C(C(C(F)(Br)Cl)(Br)(Br)Br)Br,20.1961083332,1.3052676916,-0.2655937076,-0.8807097673,-0.0052189091,-1.6125421524
2818,C(C(C(F)(Br)Br)(F)(F)F)Cl,20.3466548569,1.3084930182,-0.0497230329,-0.6588857174,0.1543021351,-2.3831381798
3713,C(C(C(Cl)(Cl)Br)(F)(Br)Cl)(F)Br,20.3466548569,1.3084930182,-0.0497230329,-0.6588857174,0.1543021947,-2.3831381798
336,C(C(Br)Br)(Br)Br,20.5453593753,1.3127137423,-0.2001963556,-1.0136628151,0.0329024345,-1.8491418362
2679,C(C(C(F)(Br)Cl)(F)Br)Br,20.5508191232,1.3128291368,-0.6984713078,-0.7768018246,-0.0467047542,-1.9875833988
3932,C(C(C(Cl)(Cl)Br)(Br)Br)(F)Cl,20.5508191232,1.3128291368,-0.6984712481,-0.7768019438,-0.0467047542,-1.9875836372
737,C(C(C(F)(F)F)(Br)Br)F,20.8406754707,1.3189117908,-0.1567516327,-0.8238617778,-0.0898488015,-2.0587894917
3601,C(C(C(Cl)(Cl)Br)(F)(F)F)(F)(F)Cl,20.8406754707,1.3189117908,-0.1567515135,-0.8238617778,-0.0898488015,-2.0587894917
317,C(C(Cl)Br)F,20.8570312094,1.319252491,-0.1206362247,-0.9552847147,0.0354488045,-1.475883007
355,C(CF)(Cl)Br,20.8570312094,1.319252491,-0.1206362247,-0.9552847147,0.0354488045,-1.475883007
2598,C(C(C(F)(Br)Cl)(Cl)(Br)Br)Cl,21.0298493057,1.3228361607,-0.0407743491,-0.7621344328,0.1388988048,-1.7822870016
3672,C(C(C(Cl)(Cl)Br)(F)(Cl)Cl)(F)Cl,21.0298550782,1.3228362799,-0.0407742299,-0.7621346116,0.1388987452,-1.7822870016
2858,C(C(C(F)(Br)Br)(F)(F)Br)Cl,21.2112362385,1.3265659809,-0.7224744558,-0.8319585919,0.0281658918,-2.3128137589
3753,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Cl)(F)Br,21.2112420607,1.3265661001,-0.7224744558,-0.8319585323,0.0281658918,-2.3128137589
3438,C(C(C(Cl)(Cl)Cl)(F)F)Cl,21.2215208462,1.3267765045,-0.3729665875,-1.1252077818,-0.0063704113,-2.0457735062
3796,C(C(C(Cl)(Cl)Br)(Cl)(Br)Br)(Br)Br,21.2215208462,1.3267765045,-0.3729665875,-1.1252077818,-0.0063704113,-2.0457735062
3197,C(C(C(F)(Br)Br)Br)F,21.2556249698,1.3274738789,-0.6051302552,-0.8636610508,0.0631268173,-2.6888980865
3555,C(C(C(Cl)(Cl)Cl)F)(Cl)Br,21.2556249698,1.3274738789,-0.6051302552,-0.8636610508,0.063126877,-2.6888978481
1637,C(C(C(F)(Cl)Cl)(F)(F)Cl)F,22.3932048456,1.3501162529,-0.5397953987,-0.7702775598,-0.0616795868,-2.3567779064
3606,C(C(C(Cl)(Cl)Br)(F)(F)F)(F)(Br)Br,22.3932048456,1.3501162529,-0.5397952795,-0.7702775598,-0.0616795868,-2.3567779064
917,C(C(C(F)(F)Cl)(F)(Br)Cl)F,22.5551941435,1.3532465696,-0.3089453578,-0.7638732791,-0.0146785239,-1.9083621502
3602,C(C(C(Cl)(Cl)Br)(F)(F)F)(F)(F)Br,22.5552003347,1.3532466888,-0.3089453578,-0.7638732791,-0.0146785239,-1.9083621502
1798,C(C(C(F)(Cl)Cl)(Cl)(Br)Br)Cl,22.6585378306,1.3552318811,-0.1610786915,-1.0634380579,0.0111685535,-2.6579918861
3767,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Br)(Cl)(Cl)Cl,22.6585378306,1.3552318811,-0.1610786915,-1.0634380579,0.0111685535,-2.6579918861
2618,C(C(C(F)(Br)Cl)(Br)(Br)Br)Cl,22.7806753585,1.3575665951,-0.397510469,-0.8895114064,0.0782210976,-1.6418641806
3692,C(C(C(Cl)(Cl)Br)(F)(Cl)Br)(F)Cl,22.7806753585,1.3575665951,-0.3975103498,-0.8895114064,0.0782210976,-1.6418641806
316,C(C(Cl)Br)(Br)Br,22.9924946394,1.3615860939,-0.3689172864,-0.949026525,0.0384514481,-1.8475745916
335,C(C(Br)Br)(Cl)Br,22.9924946394,1.3615860939,-0.3689172864,-0.9490264654,0.0384514481,-1.8475745916
3278,C(C(C(Cl)(Cl)Cl)(F)(Cl)Cl)Cl,23.2448468803,1.3663266897,-0.653619647,-1.1256067753,0.0353679806,-2.0162301064
3815,C(C(C(Cl)(Cl)Br)(Br)(Br)Br)(Cl)Br,23.2448468803,1.3663266897,-0.6536197066,-1.1256067753,0.0353679806,-2.0162301064
3759,C(C(C(Cl)(Cl)Br)(Cl)(Cl)Cl)Br,23.5314037113,1.3716478348,-0.8621509671,-0.7372940779,-0.0578030199,-1.6157861948
3938,C(C(C(Cl)(Cl)Br)(Br)Br)Cl,23.5314037113,1.3716478348,-0.8621509671,-0.7372940779,-0.0578030199,-1.6157861948
